Company,Location HQ,Industry,# Laid Off,%,Date,Source,$ Raised (mm),Stage,Date Added,Country,List of Employees Laid Off
Balto,St. Louis,Sales,35,,2022-12-12T00:00:00.000Z,https://www.bizjournals.com/stlouis/inno/stories/news/2022/12/12/balto-software-layoffs.html,51,Series B,2022-12-13T20:08:07.000Z,United States,
Caribou,Washington D.C.,Finance,,,2022-12-12T00:00:00.000Z,https://coverager.com/layoffs-at-caribou/,189,Series C,2023-01-12T15:38:30.000Z,United States,
Outschool,SF Bay Area,Education,43,0.25,2022-12-10T00:00:00.000Z,https://techcrunch.com/2022/12/10/some-of-edtech-boldest-are-struggling/,240,Series D,2022-12-13T20:07:23.000Z,United States,
Xentral,"Munich,Non-U.S.",Product,20,0.1,2022-12-10T00:00:00.000Z,https://www.businessinsider.de/gruenderszene/business/xentral-entlassungen/,94,Series B,2022-12-13T20:02:56.000Z,Germany,
Autobooks,Detroit,Finance,,,2022-12-10T00:00:00.000Z,https://www.crainsdetroit.com/technology/fintech-startup-autobooks-lays-workers,97,Series C,2022-12-11T03:36:27.000Z,United States,
Convene,New York City,Real Estate,,,2022-12-10T00:00:00.000Z,https://www.linkedin.com/posts/ryan-simonetti-5873887_like-many-companies-weve-had-to-reassess-activity-7007097001259507712-ZpTF/,281,Unknown,2022-12-13T20:05:53.000Z,United States,
PharmEasy,"Mumbai,Non-U.S.",Healthcare,,,2022-12-10T00:00:00.000Z,https://inc42.com/buzz/pharmeasy-lays-off-more-employees-amid-funding-crunch/,1600,Unknown,2022-12-11T06:25:36.000Z,India,
Playtika,"Tel Aviv,Non-U.S.",Consumer,600,0.15,2022-12-09T00:00:00.000Z,https://en.globes.co.il/en/article-playtika-to-lay-off-600-1001432312,,Post-IPO,2022-12-11T06:01:30.000Z,Israel,
Share Now,"Berlin,Non-U.S.",Transportation,150,0.36,2022-12-09T00:00:00.000Z,https://www.businessinsider.de/gruenderszene/automotive-mobility/carsharing-sharenow-entlassungen-a/,,Acquired,2022-12-13T20:05:00.000Z,Germany,
Alice,"Sao Paulo,Non-U.S.",Healthcare,113,0.16,2022-12-09T00:00:00.000Z,https://startups.com.br/demissoes/alice-faz-nova-onda-de-demissoes-e-dispensa-113-pessoas/,174,Series C,2022-12-11T03:31:04.000Z,Brazil,
Primer,"London,Non-U.S.",Finance,85,0.33,2022-12-09T00:00:00.000Z,https://techcrunch.com/2022/12/09/primer-the-uk-e-commerce-tech-startup-has-laid-off-one-third-of-its-staff/,73,Series B,2022-12-09T16:37:23.000Z,United Kingdom,
OneFootball,"Berlin,Non-U.S.",Marketing,62,0.115,2022-12-09T00:00:00.000Z,https://company.onefootball.com/news/an-update-from-onefootball-founder-and-ceo-lucas-von-cranach/,442,Series D,2022-12-21T00:43:02.000Z,Germany,
C2FO,Kansas City,Finance,20,0.02,2022-12-09T00:00:00.000Z,https://www.bizjournals.com/kansascity/news/2022/12/09/c2fo-layoff-recession-efficiency-profitability.html,537,Series H,2022-12-11T05:58:32.000Z,United States,
Brodmann17,"Tel Aviv,Non-U.S.",Other,,1,2022-12-09T00:00:00.000Z,https://techcrunch.com/2022/12/09/computer-vision-technology-startup-brodmann17-has-shut-down/,25,Series A,2022-12-11T06:17:56.000Z,Israel,
Digital Surge,"Brisbane,Non-U.S.",Crypto,,1,2022-12-09T00:00:00.000Z,https://www.9news.com.au/technology/australian-cryptocurrency-exchange-digital-surge-collapses-into-administration/ebbeb40c-6310-4250-b123-600bc6755cc5,,Unknown,2022-12-11T06:09:24.000Z,Australia,
N-able Technologies,Raleigh,Other,,,2022-12-09T00:00:00.000Z,,225,Post-IPO,2022-12-09T22:12:27.000Z,United States,
ZenLedger,Seattle,Crypto,,0.1,2022-12-09T00:00:00.000Z,https://blockworks.co/news/another-crypto-tax-software-startup-is-laying-off-staffers,25,Series B,2022-12-11T05:56:55.000Z,United States,
Airtable,SF Bay Area,Product,254,0.2,2022-12-08T00:00:00.000Z,https://techcrunch.com/2022/12/08/airtable-layoffs/,1400,Series F,2022-12-08T17:48:07.000Z,United States,
Swiggy,"Bengaluru,Non-U.S.",Food,250,0.03,2022-12-08T00:00:00.000Z,https://inc42.com/buzz/swiggy-fire-250-employees-further-layoffs-store/,3600,Unknown,2022-12-09T05:00:53.000Z,India,
Glints,"Singapore,Non-U.S.",HR,198,0.18,2022-12-08T00:00:00.000Z,https://www.techinasia.com/singaporebased-glints-lays-18-employees,82,Series D,2022-12-09T05:07:33.000Z,Singapore,
Buser,"Sao Paulo,Non-U.S.",Transportation,160,0.3,2022-12-08T00:00:00.000Z,https://startups.com.br/demissoes/buser-demite-30-para-se-adaptar-a-nova-realidade-do-mercado/,138,Series C,2022-12-11T06:00:24.000Z,Brazil,https://docs.google.com/spreadsheets/d/1KkOxvPis13EC3MSsFtsGgNIBFv-FFEZ1-p2MTL2IDgY/htmlview
BlackLine,Los Angeles,Finance,95,0.05,2022-12-08T00:00:00.000Z,https://seekingalpha.com/news/3915452-blackline-to-cut-jobs-by-5-globally-sec-filing,220,Private Equity,2022-12-11T06:15:28.000Z,United States,
Chrono24,"Karlsruhe,Non-U.S.",Retail,80,,2022-12-08T00:00:00.000Z,https://www.tag24.de/chemnitz/lokales/fuer-luxusuhren-haendler-in-chemnitz-rabenstein-laeuft-die-zeit-ab-2684514,205,Series C,2023-01-15T14:12:34.000Z,Germany,
Otonomo,"Tel Aviv,Non-U.S.",Transportation,80,0.5,2022-12-08T00:00:00.000Z,https://www.calcalistech.com/ctechnews/article/bjbvjqyoi,231,Post-IPO,2022-12-11T06:07:24.000Z,Israel,
TechTarget,Boston,Marketing,60,0.05,2022-12-08T00:00:00.000Z,https://www.marketwatch.com/story/techtarget-focuses-on-restructuring-plan-cutting-60-positions-271670628385,115,Post-IPO,2022-12-11T06:02:55.000Z,United States,
Inscripta,Boulder,Healthcare,43,,2022-12-08T00:00:00.000Z,https://www.genomeweb.com/business-news/inscripta-lays-dozens-closes-colorado-headquarters-san-diego-office#.Y5JvGOzMK8A,459,Series E,2022-12-09T05:02:33.000Z,United States,
CyCognito,SF Bay Area,Security,30,0.15,2022-12-08T00:00:00.000Z,https://www.calcalistech.com/ctechnews/article/h1suse100s,153,Series C,2022-12-09T05:03:17.000Z,United States,
Armis,SF Bay Area,Security,25,0.04,2022-12-08T00:00:00.000Z,https://www.calcalistech.com/ctechnews/article/by6mtcjuo,537,Private Equity,2022-12-11T03:35:08.000Z,United States,
Bakkt,Atlanta,Crypto,,0.15,2022-12-08T00:00:00.000Z,https://bakkt.com/newsroom/a-note-from-gavin-michael-to-bakkt-employees-bakkt,932,Post-IPO,2022-12-11T03:37:41.000Z,United States,
Blue Apron,New York City,Food,,0.1,2022-12-08T00:00:00.000Z,https://investors.blueapron.com/press-releases/2022/12-08-2022-140712547,352,Post-IPO,2022-12-08T17:06:37.000Z,United States,
FireHydrant,New York City,Infrastructure,,,2022-12-08T00:00:00.000Z,https://www.linkedin.com/posts/bobby-tables_today-weve-made-major-changes-at-firehydrant-activity-7006723101807763456-dU8s/,32,Series B,2022-12-11T06:13:18.000Z,United States,
Lenovo,Raleigh,Hardware,,,2022-12-08T00:00:00.000Z,https://wraltechwire.com/2022/12/09/blindsided-lenovo-confirms-layoffs-but-denies-report-of-10-cuts/,850,Post-IPO,2022-12-30T15:55:40.000Z,United States,
Nerdy,St. Louis,Education,,0.17,2022-12-08T00:00:00.000Z,https://www.bizjournals.com/stlouis/news/2022/12/08/online-tutoring-firm-nerdy-slashes.html,150,Post-IPO,2022-12-11T06:08:11.000Z,United States,
Vanta,SF Bay Area,Security,,0.14,2022-12-08T00:00:00.000Z,LinkedIn,203,Series B,2022-12-11T03:32:39.000Z,United States,
Vedantu,"Bengaluru,Non-U.S.",Education,385,,2022-12-07T00:00:00.000Z,https://economictimes.indiatimes.com/tech/startups/edtech-firm-vedantu-cuts-385-jobs-in-fourth-round-of-layoffs-this-year/articleshow/96060595.cms,292,Series E,2022-12-07T16:28:02.000Z,India,
Loft,"Sao Paulo,Non-U.S.",Real Estate,312,0.12,2022-12-07T00:00:00.000Z,https://www.bloomberglinea.com/english/brazilian-unicorn-loft-sheds-12-of-staff-in-third-wave-of-layoffs-this-year/,788,Unknown,2022-12-08T06:26:02.000Z,Brazil,
Plaid,SF Bay Area,Finance,260,0.2,2022-12-07T00:00:00.000Z,https://techcrunch.com/2022/12/07/plaid-layoff-fintech/,734,Series D,2022-12-07T16:22:04.000Z,United States,https://docs.google.com/spreadsheets/d/1Tqw-IuLmMZJMvKkzH9ouq4ulDp0LEC6azKXtjh9ulpU/edit
Motive,SF Bay Area,Transportation,237,0.06,2022-12-07T00:00:00.000Z,https://gomotive.com/blog/shoaib-makanis-message-to-employees/,567,Series F,2022-12-08T06:21:12.000Z,United States,https://docs.google.com/spreadsheets/d/e/2PACX-1vT-99jxJLo_tUHWQboamwf6yvRKUh0HCLWLWbjzbkZOWQcRzituc7D7K7wyATgOazFDtcBLSMPiKNWG/pubhtml
Recur Forever,Miami,Crypto,235,,2022-12-07T00:00:00.000Z,https://www.classaction.org/news/recur-forever-laid-off-workers-without-proper-notice-class-action-says,55,Series A,2023-01-20T01:01:53.000Z,United States,
Relativity,Chicago,Legal,150,0.1,2022-12-07T00:00:00.000Z,https://www.chicagobusiness.com/technology/software-firm-relativity-cuts-10-staff,125,Private Equity,2022-12-08T06:22:20.000Z,United States,
Voi,"Stockholm,Non-U.S.",Transportation,130,0.13,2022-12-07T00:00:00.000Z,https://www.breakit.se/artikel/35283/voi-tvingas-drar-ner-igen-vi-ar-mycket-ledsna,515,Series D,2022-12-08T06:24:32.000Z,United States,
Integral Ad Science,New York City,Marketing,120,0.13,2022-12-07T00:00:00.000Z,https://investors.integralads.com/node/7871/html,116,Acquired,2022-12-08T06:23:13.000Z,United States,
Houzz,SF Bay Area,Consumer,95,0.08,2022-12-07T00:00:00.000Z,https://en.globes.co.il/en/article-houzz-lays-off-100-in-us-and-israel-1001433310,613,Series E,2022-12-21T16:16:58.000Z,United States,
Grover,"Berlin,Non-U.S.",Retail,40,0.1,2022-12-07T00:00:00.000Z,https://www.businessinsider.de/gruenderszene/business/entlassungen-bei-berliner-neu-unicorn-grover/?fbclid=IwAR3o2sB8MmcX3_y8HaAeRqIUU2T8YNYokRDZz5Nxkr0BjzhYRs84fR2hrW8,2300,Unknown,2022-12-07T19:18:57.000Z,United States,
Lev,New York City,Real Estate,30,0.3,2022-12-07T00:00:00.000Z,https://therealdeal.com/2022/12/07/cre-finance-platform-lev-lays-off-chunk-of-staff/,114,Series B,2022-12-11T06:19:37.000Z,United States,
Lithic,New York City,Finance,27,0.18,2022-12-07T00:00:00.000Z,https://www.axios.com/pro/fintech-deals/2022/12/07/fintech-lithic-lays-off-27,115,Series C,2022-12-09T00:46:59.000Z,United States,
CircleCI,SF Bay Area,Product,,0.17,2022-12-07T00:00:00.000Z,https://circleci.com/blog/ceo-jim-rose-email-to-circleci-employees/,315,Series F,2022-12-07T21:47:26.000Z,United States,https://docs.google.com/spreadsheets/d/1A_1uk6qP_a0C2bwKcvV7G-meypWCgW-giK9O2UG8p_k/edit
Sayurbox,"Jakarta,Non-U.S.",Food,,0.05,2022-12-07T00:00:00.000Z,https://www.techinasia.com/sayurbox-lays-off-2022,139,Series C,2022-12-09T05:08:34.000Z,Indonesia,
Zywave,Milwaukee,Finance,,,2022-12-07T00:00:00.000Z,https://www.bizjournals.com/milwaukee/news/2022/12/07/zywave-layoffs-growth-slows.html,,Acquired,2022-12-09T05:09:37.000Z,United States,
Doma,SF Bay Area,Finance,515,0.4,2022-12-06T00:00:00.000Z,https://investor.doma.com/node/8161/html,679,Post-IPO,2022-12-07T06:21:36.000Z,United States,
Intel,SF Bay Area,Hardware,201,,2022-12-06T00:00:00.000Z,https://www.crn.com/news/computing/intel-begins-layoffs-in-california-voluntary-unpaid-leave-program,12,Post-IPO,2022-12-30T15:57:23.000Z,United States,
BuzzFeed,New York City,Media,180,0.12,2022-12-06T00:00:00.000Z,https://variety.com/2022/digital/news/buzzfeed-layoffs-12-percent-employees-1235451552/,696,Post-IPO,2022-12-06T18:40:43.000Z,United States,
Weedmaps,Los Angeles,Other,175,0.25,2022-12-06T00:00:00.000Z,https://www.businessinsider.com/weedmaps-cannabis-company-layoffs-cutting-workforce-2022-12,,Acquired,2022-12-07T06:29:37.000Z,United States,
Adobe,SF Bay Area,Marketing,100,,2022-12-06T00:00:00.000Z,https://www.bloomberg.com/news/articles/2022-12-06/adobe-cuts-100-jobs-concentrated-in-sales-as-tech-tightens-belt,2,Post-IPO,2022-12-07T06:30:37.000Z,United States,
Chipper Cash,SF Bay Area,Finance,50,0.125,2022-12-06T00:00:00.000Z,https://techcrunch.com/2022/12/06/african-fintech-unicorn-chipper-cash-lays-off-about-12-5-of-staff/,302,Series C,2022-12-07T02:37:02.000Z,United States,
Stash,New York City,Finance,32,0.08,2022-12-06T00:00:00.000Z,https://lp.stash.com/news/saying-goodbye-to-some-of-our-colleagues-and-looking-towards-the-future/,480,Unknown,2022-12-07T02:38:29.000Z,United States,
Perimeter 81,"Tel Aviv,Non-U.S.",Security,20,0.08,2022-12-06T00:00:00.000Z,https://www.calcalistech.com/ctechnews/article/hjgmdpnws,165,Series C,2022-12-07T02:35:54.000Z,Israel,
Koinly,"London,Non-U.S.",Crypto,16,0.14,2022-12-06T00:00:00.000Z,https://blockworks.co/news/crypto-tax-startup-koinly-cuts-staffers-just-in-time-for-tax-season,,Unknown,2022-12-07T06:19:29.000Z,United Kingdom,
Bridgit,"Waterloo,Non-U.S.",Construction,13,0.13,2022-12-06T00:00:00.000Z,https://www.therecord.com/news/waterloo-region/2022/12/06/some-startups-scaling-back-as-investment-shrinks.html,36,Series B,2022-12-19T16:48:06.000Z,Canada,
Filevine,Salt Lake City,Legal,,,2022-12-06T00:00:00.000Z,https://www.axios.com/local/salt-lake-city/2022/12/15/utah-tech-layoffs-silicon-slopes-losing-workers,226,Series D,2022-12-18T04:06:37.000Z,United States,
Moove,"Lagos,Non-U.S.",Transportation,,,2022-12-06T00:00:00.000Z,https://techpoint.africa/2022/12/06/moove-layoffs,630,Unknown,2022-12-21T16:58:07.000Z,Nigeria,
Nextiva,Phoenix,Other,,0.17,2022-12-06T00:00:00.000Z,https://www.channelfutures.com/business-models/nextiva-layoffs-impact-17-of-workforce-including-partner-development-leader-hilary-gadda,200,Private Equity,2022-12-07T06:32:57.000Z,United States,
OneStudyTeam,Boston,Healthcare,,0.25,2022-12-06T00:00:00.000Z,https://www.mobihealthnews.com/news/onestudyteam-lays-about-quarter-its-workforce,479,Series D,2022-12-07T06:37:12.000Z,United States,
Zuora,SF Bay Area,Finance,,0.11,2022-12-06T00:00:00.000Z,https://www.morningstar.com/news/marketwatch/20221206496/zuora-beats-on-earnings-but-misses-on-outlook-while-announcing-layoffs,647,Post-IPO,2022-12-07T06:26:48.000Z,United States,
Swyftx,"Brisbane,Non-U.S.",Crypto,90,0.4,2022-12-05T00:00:00.000Z,https://www.smh.com.au/business/companies/worst-case-scenario-local-crypto-exchange-swyftx-lays-off-40-percent-of-staff-20221205-p5c3mu.html,,Unknown,2022-12-05T13:26:15.000Z,Australia,
Aqua Security,Boston,Security,65,0.1,2022-12-05T00:00:00.000Z,https://www.calcalistech.com/ctechnews/article/s1uxohjvs,265,Series E,2022-12-06T18:42:03.000Z,United States,
DataRails,"Tel Aviv,Non-U.S.",Finance,30,0.18,2022-12-05T00:00:00.000Z,https://www.calcalistech.com/ctechnews/article/s1ka1tjvj,103,Series B,2022-12-06T00:41:03.000Z,Israel,
Elemy,SF Bay Area,Healthcare,,,2022-12-05T00:00:00.000Z,https://bhbusiness.com/2022/12/05/elemy-lays-off-staff-as-it-winds-down-direct-care-for-platform-business/,323,Series B,2022-12-06T04:48:23.000Z,United States,
Route,Lehi,Retail,,,2022-12-05T00:00:00.000Z,https://www.sltrib.com/news/2022/12/06/2-more-utah-tech-companies-each/,481,Unknown,2022-12-07T06:34:19.000Z,United States,
Thinkific,"Vancouver,Non-U.S.",Education,,,2022-12-05T00:00:00.000Z,https://techcouver.com/2022/12/05/rebound-thinkific-labs-layoffs/,22,Post-IPO,2022-12-19T17:14:34.000Z,Canada,
OYO,"Gurugram,Non-U.S.",Travel,600,,2022-12-03T00:00:00.000Z,https://www.livemint.com/companies/news/oyo-to-layoff-600-execs-across-technology-teams-hire-250-for-sales-11670056711013.html,4000,Series F,2022-12-04T22:53:40.000Z,India,
HealthifyMe,Bengaluru,Fitness,150,,2022-12-03T00:00:00.000Z,https://inc42.com/buzz/fitness-healthtech-startup-healthifyme-lays-off-150-employees/,100,Series C,2022-12-04T23:00:50.000Z,India,
Bybit,"Singapore,Non-U.S.",Crypto,,0.3,2022-12-03T00:00:00.000Z,https://cointelegraph.com/news/bybit-announces-second-round-of-layoffs-in-2022-to-survive-bear-market,,Unknown,2022-12-04T23:04:29.000Z,Singapore,
Cognyte,"Tel Aviv,Non-U.S.",Security,100,0.05,2022-12-02T00:00:00.000Z,https://www.globes.co.il/news/article.aspx?did=1001431603,,Unknown,2022-12-04T23:02:11.000Z,Israel,
ShareChat,"Bengaluru,Non-U.S.",Consumer,100,,2022-12-02T00:00:00.000Z,https://www.india.com/business/sharechat-layoff-to-effect-over-100-employees-winds-down-fantasy-sport-app-jeet11-sahrechat-sacks-workforce-latest-news-5777356/,1700,Unknown,2022-12-03T05:18:35.000Z,India,
Polly,Burlington,Finance,47,0.15,2022-12-02T00:00:00.000Z,https://vtdigger.org/2022/12/02/williston-based-insurance-tech-startup-polly-lays-off-47-employees/,184,Series C,2022-12-04T23:10:15.000Z,United States,
Homebound,SF Bay Area,Real Estate,,,2022-12-02T00:00:00.000Z,Internal memo,128,Unknown,2022-12-03T05:20:31.000Z,United States,https://docs.google.com/spreadsheets/d/1NzI8n_koEsySNJieJfRbcsvMZ9YzXPS-JKo3O0jWhRA/edit#gid=0
Lora DiCarlo,Bend,Consumer,,1,2022-12-02T00:00:00.000Z,https://techcrunch.com/2022/12/02/looks-like-sextech-startup-lora-dicarlo-is-done-for/,9,Unknown,2022-12-04T23:09:00.000Z,United States,
Carousell,"Singapore,Non-U.S.",Retail,110,0.1,2022-12-01T00:00:00.000Z,https://www.straitstimes.com/singapore/jobs/carousell-cuts-110-jobs-to-rein-in-costs,372,Private Equity,2022-12-03T05:02:52.000Z,Singapore,
Bizzabo,New York City,Marketing,100,0.37,2022-12-01T00:00:00.000Z,https://www.calcalistech.com/ctechnews/article/h1ajz9idj,194,Series E,2022-12-03T04:57:20.000Z,United States,
BloomTech,SF Bay Area,Education,88,0.5,2022-12-01T00:00:00.000Z,https://techcrunch.com/2022/12/01/bloomtech-previously-lambda-school-cuts-half-of-staff/,,Unknown,2022-12-01T22:20:09.000Z,United States,
Netlify,SF Bay Area,Product,48,0.16,2022-12-01T00:00:00.000Z,Internal memo,212,Series D,2022-12-08T17:03:17.000Z,United States,
Springbig,Miami,Sales,37,0.23,2022-12-01T00:00:00.000Z,https://mjbizdaily.com/marijuana-software-firm-springbig-laying-off-nearly-25-percent-of-workforce/,32,Post-IPO,2022-12-19T16:44:56.000Z,United States,
Podium,Lehi,Support,,0.12,2022-12-01T00:00:00.000Z,https://www.businessinsider.com/podium-layoffs-customer-management-startup-2022-12,419,Series D,2022-12-01T22:19:10.000Z,United States,
SQZ Biotech,Boston,Healthcare,,0.6,2022-12-01T00:00:00.000Z,https://www.fiercebiotech.com/biotech/sqz-ceo-exits-biotech-axes-60-staff-synlogic-succumbs-layoff-pressure,229,Post-IPO,2022-12-11T06:21:01.000Z,United States,
Strava,SF Bay Area,Fitness,,0.14,2022-12-01T00:00:00.000Z,https://www.bicycleretailer.com/industry-news/2022/12/05/layoffs-affect-about-15-staff-strava#.Y5Jcu-zMK8A,151,Series F,2022-12-04T22:56:18.000Z,United States,https://docs.google.com/spreadsheets/u/1/d/e/2PACX-1vSm6vCc5Qlyt_RGpugfuvSFlnMjj0C2jU6JwZhc2CNhEuet88bbcDwmRu07eocW0QI9YITWPhNcQ7UO/pubhtml
Synlogic,Boston,Healthcare,,0.25,2022-12-01T00:00:00.000Z,https://www.fiercebiotech.com/biotech/sqz-ceo-exits-biotech-axes-60-staff-synlogic-succumbs-layoff-pressure,321,Post-IPO,2022-12-11T06:21:59.000Z,United States,
Yapily,"London,Non-U.S.",Finance,,,2022-12-01T00:00:00.000Z,https://www.linkedin.com/posts/yapily_a-message-from-our-founder-and-ceo-ensuring-activity-7004119711693066240-ZeUT/,69,Series A,2022-12-03T05:16:44.000Z,United Kingdom,
DoorDash,SF Bay Area,Food,1250,0.06,2022-11-30T00:00:00.000Z,https://www.reuters.com/business/retail-consumer/doordash-cuts-1250-jobs-an-effort-rein-expenses-2022-11-30/,2500,Post-IPO,2022-11-30T15:21:42.000Z,United States,https://docs.google.com/spreadsheets/d/1fsgEbzAo9Fgy-v7J_KGIaJxuzEBQfgBKC097tgvr_pY/edit#gid=383975823
Kraken,SF Bay Area,Crypto,1100,0.3,2022-11-30T00:00:00.000Z,https://blog.kraken.com/post/16442/business-update/,134,Unknown,2022-11-30T16:37:32.000Z,United States,
Happy Money,Los Angeles,Finance,158,0.34,2022-11-30T00:00:00.000Z,Internal memo,191,Series D,2022-12-01T22:00:23.000Z,United States,
Ula,"Jakarta,Non-U.S.",Retail,134,0.23,2022-11-30T00:00:00.000Z,https://dailysocial.id/post/ula-layoff-2022,140,Series B,2022-12-01T06:27:24.000Z,Indonesia,
Wonder,New York City,Food,130,0.07,2022-11-30T00:00:00.000Z,https://www.theinformation.com/articles/marc-lores-kitchen-on-wheels-startup-cuts-staff-dials-back-delivery-ambitions,850,Series B,2022-12-01T06:37:27.000Z,United States,
StudySmarter,"Berlin,Non-U.S.",Education,70,,2022-11-30T00:00:00.000Z,https://www.startbase.de/news/studysmarter-entlaesst-etwa-70-mitarbeitende/,64,Series A,2023-01-12T15:36:50.000Z,Germany,
Grin,Sacramento,Marketing,60,0.13,2022-11-30T00:00:00.000Z,https://www.theinformation.com/briefings/influencer-marketing-startup-grin-lays-off-60-employees,145,Series B,2022-12-03T04:59:05.000Z,United States,
Ualá,"Buenos Aires,Non-U.S.",Finance,53,0.03,2022-11-30T00:00:00.000Z,https://www.perfil.com/noticias/economia/empresa-uala-despidio-medio-centenar-trabajadores.phtml,544,Series D,2022-12-01T06:29:00.000Z,Argentina,
Teachmint,"Bengaluru,Non-U.S.",Education,45,0.05,2022-11-30T00:00:00.000Z,https://inc42.com/buzz/edtech-startup-teachmint-lays-off-45-employees/,118,Series B,2022-12-01T06:34:10.000Z,India,
Etermax,"Buenos Aires,Non-U.S.",Other,40,,2022-11-30T00:00:00.000Z,https://www.clarin.com/economia/despidos-reestructuracion-tecnologicas-empresas-achican-pasar-2023_0_uxSUuShZhQ.html,,Unknown,2022-12-01T06:33:17.000Z,Argentina,
Thread,"London,Non-U.S.",Retail,30,0.5,2022-11-30T00:00:00.000Z,https://www.drapersonline.com/news/ms-acquires-thread-intellectual-property,40,Acquired,2022-12-11T06:23:40.000Z,United Kingdom,
Elastic,SF Bay Area,Data,,0.13,2022-11-30T00:00:00.000Z,https://www.elastic.co/blog/ceo-ash-kulkarni-email-to-elastic-employees,162,Post-IPO,2022-12-01T06:23:46.000Z,United States,
Motional,Boston,Transportation,,,2022-11-30T00:00:00.000Z,https://techcrunch.com/2022/12/01/hyundai-aptiv-backed-av-startup-motional-cuts-workforce/,,Unknown,2022-12-03T05:00:45.000Z,United States,
Pinterest,SF Bay Area,Consumer,,,2022-11-30T00:00:00.000Z,https://www.theinformation.com/briefings/pinterest-cuts-recruiting-team-slows-hiring,1500,Post-IPO,2022-12-01T22:22:03.000Z,United States,
Sana,Seattle,Healthcare,,0.15,2022-11-30T00:00:00.000Z,https://www.fiercebiotech.com/biotech/sana-lays-15-trims-pipeline-keep-funding-flowing-shelf-car-ts,700,Series A,2023-01-06T01:46:44.000Z,United States,
Venafi,Salt Lake City,Security,,,2022-11-30T00:00:00.000Z,https://www.axios.com/local/salt-lake-city/2022/12/15/utah-tech-layoffs-silicon-slopes-losing-workers,167,Acquired,2022-12-18T04:10:13.000Z,United States,
Bitso,"Mexico City,Non-U.S.",Crypto,100,,2022-11-29T00:00:00.000Z,https://portaldobitcoin.uol.com.br/corretora-de-criptomoedas-bitso-faz-segunda-rodada-de-demissoes-no-brasil-e-no-mexico/,378,Series C,2022-11-30T06:19:06.000Z,Mexico,
Lyst,"London,Non-U.S.",Retail,50,0.25,2022-11-29T00:00:00.000Z,https://techcrunch.com/2022/11/29/lyst-the-uk-fashion-marketplace-is-laying-off-25-of-staff/,144,Unknown,2022-11-30T06:03:36.000Z,United Kingdom,
CoinJar,"Melbourne,Non-U.S.",Crypto,10,0.2,2022-11-29T00:00:00.000Z,https://www.theaustralian.com.au/business/technology/melbourne-crypto-startup-coinjar-axes-20pc-of-workforce/news-story/485648b4b36a538ff7c00287adb57d5a,1,Unknown,2022-11-30T06:20:29.000Z,Australia,
Bitfront,SF Bay Area,Crypto,,1,2022-11-29T00:00:00.000Z,https://www.reuters.com/technology/crypto-exchange-bitfront-shuts-down-2022-11-29/,,Unknown,2022-11-30T05:54:28.000Z,United States,
Codexis,SF Bay Area,Healthcare,,0.18,2022-11-29T00:00:00.000Z,https://www.codexis.com/investors/news-events/press-releases/detail/342/codexis-provides-update-on-prioritized-corporate-strategy,162,Post-IPO,2022-11-30T06:17:39.000Z,United States,
Firework,SF Bay Area,Retail,,0.1,2022-11-29T00:00:00.000Z,https://www.theinformation.com/articles/live-shopping-startup-firework-lays-off-10-of-staff,269,Series B,2022-12-01T06:36:01.000Z,United States,
Lazerpay,"Lagos,Non-U.S.",Crypto,,,2022-11-29T00:00:00.000Z,https://techpoint.africa/2022/11/29/lazerpay-starts-layoff,,Unknown,2022-11-30T05:59:51.000Z,Nigeria,
MessageBird,"Amsterdam,Non-U.S.",Other,,0.31,2022-11-29T00:00:00.000Z,https://tech.eu/2022/11/29/messagebird-lay-offs-close-to-a-third-of-the/,1100,Series C,2022-11-30T05:57:28.000Z,Netherlands,https://docs.google.com/spreadsheets/d/1n7SH4I4E16-Y7opqnKxHw1WHwIOIQIJg_BaEzrAG3F0/edit#gid=1288855899
Plerk,"Guadalajara,Non-U.S.",Finance,,0.4,2022-11-29T00:00:00.000Z,https://www.linkedin.com/posts/mikemedina20_hoy-es-uno-de-los-momentos-m%C3%A1s-complicados-activity-7003406809403170817-N_Hf/,13,Series A,2022-11-30T06:15:57.000Z,Mexico,
Proton.ai,Boston,Sales,,,2022-11-29T00:00:00.000Z,https://docs.google.com/spreadsheets/d/15EHi8nTiILQk6xztU5LSIcuUm-XhRQm52U-GNvPGrWg/edit#gid=0,20,Series A,2022-12-03T05:13:04.000Z,United States,https://docs.google.com/spreadsheets/d/15EHi8nTiILQk6xztU5LSIcuUm-XhRQm52U-GNvPGrWg/edit#gid=0
Infarm,"Berlin,Non-U.S.",Other,500,0.5,2022-11-28T00:00:00.000Z,https://www.infarm.com/news/note-from-infarm-s-founders-strategy-shift-and-profitability-at-infarm,604,Series D,2022-11-29T04:21:05.000Z,Germany,
Wildlife Studios,"Sao Paulo,Non-U.S.",Consumer,300,0.2,2022-11-28T00:00:00.000Z,https://mobilegamer.biz/massive-layoffs-at-wildlife-as-it-drops-all-non-mobile-game-projects/,260,Unknown,2022-11-29T15:59:03.000Z,Brazil,https://docs.google.com/spreadsheets/d/1zyAOWdW3SFJ9bUdJWRxYGdDLEw_I6gCMlOjlrFLjqrw/edit#gid=759761140
